age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,services,divorced,1,no,1040,1,no,unknown,19.0,may,552,3,-1,0,unknown,1
24,blue-collar,0,3,no,76,1,no,unknown,19.0,may,345,1,-1,0,unknown,0
28,blue-collar,0,1,no,362,1,no,unknown,19.0,may,263,1,-1,0,unknown,0
42,management,divorced,2,no,1116,1,no,unknown,19.0,may,88,6,-1,0,unknown,0
40,blue-collar,1,1,no,-365,1,no,unknown,19.0,may,44,43,-1,0,unknown,0
42,services,1,0,no,2567,1,no,unknown,19.0,may,401,2,-1,0,unknown,0
31,blue-collar,0,1,no,19,1,no,unknown,19.0,may,178,5,-1,0,unknown,0
47,blue-collar,1,0,no,146,1,yes,unknown,19.0,may,53,5,-1,0,unknown,0
40,blue-collar,divorced,1,no,125,1,no,unknown,19.0,may,349,2,-1,0,unknown,0
31,admin.,divorced,1,no,47,1,no,unknown,19.0,may,34,9,-1,0,unknown,0
26,blue-collar,divorced,1,no,0,1,no,unknown,19.0,may,48,3,-1,0,unknown,0
52,admin.,0,0,no,0,0,no,unknown,19.0,may,182,11,-1,0,unknown,0
31,blue-collar,0,2,no,462,1,yes,unknown,19.0,may,147,1,-1,0,unknown,0
27,technician,0,1,no,16,0,no,unknown,19.0,may,193,1,-1,0,unknown,0
41,blue-collar,1,3,no,665,1,no,unknown,19.0,may,142,3,-1,0,unknown,0
28,management,0,1,no,471,1,yes,unknown,19.0,may,123,2,-1,0,unknown,0
27,blue-collar,1,1,no,613,1,no,unknown,19.0,may,65,3,-1,0,unknown,0
34,admin.,1,1,no,645,1,no,unknown,19.0,may,420,1,-1,0,unknown,0
44,blue-collar,1,1,no,1087,1,no,unknown,19.0,may,100,2,-1,0,unknown,0
36,blue-collar,1,0,no,2079,1,yes,unknown,19.0,may,403,2,-1,0,unknown,0
37,technician,1,1,no,1633,1,no,unknown,19.0,may,229,3,-1,0,unknown,0
27,technician,0,0,no,1022,1,no,unknown,19.0,may,445,2,-1,0,unknown,0
32,blue-collar,0,1,no,1211,1,no,unknown,19.0,may,206,4,-1,0,unknown,0
51,management,1,2,no,642,0,no,unknown,19.0,may,183,2,-1,0,unknown,0
47,technician,divorced,1,no,1851,1,no,unknown,19.0,may,140,2,-1,0,unknown,0
23,student,0,1,no,405,1,no,unknown,19.0,may,134,3,-1,0,unknown,0
30,management,0,2,no,358,1,no,unknown,19.0,may,88,51,-1,0,unknown,0
50,blue-collar,1,1,no,170,1,yes,unknown,19.0,may,234,13,-1,0,unknown,0
52,services,1,1,no,2420,1,no,unknown,19.0,may,215,3,-1,0,unknown,0
34,blue-collar,0,1,no,1484,1,no,unknown,19.0,may,194,5,-1,0,unknown,0
28,entrepreneur,1,1,no,422,1,no,unknown,19.0,may,394,2,-1,0,unknown,0
28,admin.,0,1,no,350,1,yes,unknown,19.0,may,5,2,-1,0,unknown,0
57,retired,1,1,no,919,1,yes,unknown,19.0,may,408,2,-1,0,unknown,0
31,management,0,2,no,444,1,no,unknown,19.0,may,114,2,-1,0,unknown,0
35,management,1,2,no,1253,1,no,unknown,19.0,may,210,2,-1,0,unknown,0
49,entrepreneur,1,2,no,320,1,yes,unknown,19.0,may,243,6,-1,0,unknown,0
32,services,1,1,no,1066,1,no,unknown,19.0,may,180,9,-1,0,unknown,0
28,services,1,3,no,-134,1,no,unknown,19.0,may,8,2,-1,0,unknown,0
51,management,0,2,no,1146,1,yes,unknown,19.0,may,458,4,-1,0,unknown,0
32,blue-collar,1,0,no,424,1,no,unknown,19.0,may,313,2,-1,0,unknown,0
37,management,divorced,2,no,122,1,no,unknown,19.0,may,1622,2,-1,0,unknown,1
55,blue-collar,1,1,no,212,1,no,unknown,19.0,may,324,2,-1,0,unknown,0
27,blue-collar,0,1,no,5,1,no,unknown,19.0,may,205,3,-1,0,unknown,0
49,management,0,2,no,580,0,no,unknown,19.0,may,310,2,-1,0,unknown,0
36,technician,divorced,1,no,141,1,no,unknown,19.0,may,165,5,-1,0,unknown,0
46,management,divorced,1,no,361,1,no,unknown,19.0,may,86,7,-1,0,unknown,0
34,blue-collar,1,1,no,1710,1,yes,unknown,19.0,may,187,3,-1,0,unknown,0
44,technician,1,0,no,177,1,no,unknown,19.0,may,197,4,-1,0,unknown,0
45,management,1,2,no,199,0,no,unknown,19.0,may,95,5,-1,0,unknown,0
30,blue-collar,1,1,no,0,0,no,unknown,19.0,may,159,3,-1,0,unknown,0
30,technician,0,2,no,880,1,yes,unknown,19.0,may,967,6,-1,0,unknown,1
45,blue-collar,1,1,no,771,1,no,unknown,19.0,may,221,2,-1,0,unknown,0
34,blue-collar,divorced,1,no,164,1,no,unknown,19.0,may,102,13,-1,0,unknown,0
41,technician,1,1,no,501,1,no,unknown,19.0,may,579,5,-1,0,unknown,1
46,technician,divorced,3,no,103,0,no,unknown,19.0,may,158,5,-1,0,unknown,0
37,management,1,2,no,89,1,no,unknown,19.0,may,162,10,-1,0,unknown,0
42,blue-collar,1,0,no,170,1,no,unknown,19.0,may,51,41,-1,0,unknown,0
49,blue-collar,1,1,no,1854,1,no,unknown,19.0,may,173,5,-1,0,unknown,0
54,blue-collar,1,1,no,233,1,no,unknown,19.0,may,220,3,-1,0,unknown,0
60,retired,1,1,no,819,1,no,unknown,19.0,may,110,2,-1,0,unknown,0
24,admin.,0,1,no,1019,1,no,unknown,19.0,may,99,26,-1,0,unknown,0
43,blue-collar,1,0,no,1147,1,yes,unknown,19.0,may,112,7,-1,0,unknown,0
49,technician,1,2,no,279,1,no,unknown,19.0,may,168,4,-1,0,unknown,0
45,blue-collar,1,3,no,1263,1,no,unknown,19.0,may,283,3,-1,0,unknown,0
39,management,1,2,no,198,1,no,unknown,19.0,may,138,8,-1,0,unknown,0
23,technician,0,3,no,710,1,no,unknown,19.0,may,374,6,-1,0,unknown,0
48,services,divorced,1,no,858,1,no,unknown,19.0,may,353,4,-1,0,unknown,0
38,admin.,1,1,no,1344,1,yes,unknown,19.0,may,147,2,-1,0,unknown,0
44,self-employed,0,2,no,149,1,no,unknown,19.0,may,332,10,-1,0,unknown,0
53,management,0,0,no,208,1,no,unknown,19.0,may,179,9,-1,0,unknown,0
28,blue-collar,1,1,no,224,1,no,unknown,19.0,may,571,5,-1,0,unknown,0
38,management,0,2,no,91,1,no,unknown,19.0,may,492,9,-1,0,unknown,0
27,blue-collar,0,1,yes,-3,1,no,unknown,19.0,may,265,5,-1,0,unknown,0
25,blue-collar,1,1,no,316,1,yes,unknown,19.0,may,360,2,-1,0,unknown,0
35,admin.,1,1,no,846,1,yes,unknown,19.0,may,175,2,-1,0,unknown,0
31,blue-collar,1,0,no,352,1,no,unknown,19.0,may,97,9,-1,0,unknown,0
40,blue-collar,1,0,no,-22,1,no,unknown,19.0,may,84,3,-1,0,unknown,0
53,admin.,1,2,yes,6,0,no,unknown,19.0,may,105,11,-1,0,unknown,0
32,management,divorced,2,no,312,1,yes,unknown,19.0,may,886,3,-1,0,unknown,0
37,technician,0,1,no,61,1,no,unknown,19.0,may,182,8,-1,0,unknown,0
37,blue-collar,1,0,no,53,1,no,unknown,19.0,may,467,4,-1,0,unknown,0
47,blue-collar,1,3,no,-345,1,no,unknown,19.0,may,18,14,-1,0,unknown,0
36,management,divorced,2,no,0,1,no,unknown,19.0,may,21,11,-1,0,unknown,0
52,blue-collar,1,1,no,2231,1,yes,unknown,19.0,may,470,4,-1,0,unknown,0
52,services,1,3,no,337,1,no,unknown,19.0,may,85,3,-1,0,unknown,0
50,technician,1,3,no,413,1,no,unknown,19.0,may,243,2,-1,0,unknown,0
45,blue-collar,1,1,no,1345,1,no,unknown,19.0,may,120,7,-1,0,unknown,0
52,blue-collar,1,0,no,522,1,no,unknown,19.0,may,298,2,-1,0,unknown,0
23,services,1,0,no,523,1,yes,unknown,19.0,may,249,2,-1,0,unknown,0
44,blue-collar,1,1,no,261,1,no,unknown,19.0,may,87,5,-1,0,unknown,0
57,technician,1,1,no,437,1,no,unknown,19.0,may,44,4,-1,0,unknown,0
48,blue-collar,1,0,no,490,1,no,unknown,19.0,may,622,2,-1,0,unknown,0
46,retired,1,0,no,0,0,no,unknown,19.0,may,179,2,-1,0,unknown,0
49,services,0,1,no,459,1,no,unknown,19.0,may,58,10,-1,0,unknown,0
30,technician,0,2,no,3291,1,no,unknown,19.0,may,1218,3,-1,0,unknown,1
41,management,1,0,no,2592,1,no,unknown,19.0,may,500,3,-1,0,unknown,0
42,self-employed,1,2,no,596,1,no,unknown,19.0,may,66,9,-1,0,unknown,0
34,self-employed,1,1,no,-56,1,no,unknown,19.0,may,248,3,-1,0,unknown,0
44,services,1,0,no,1161,1,no,unknown,19.0,may,110,5,-1,0,unknown,0
34,blue-collar,1,0,no,183,1,no,unknown,19.0,may,3078,4,-1,0,unknown,0
28,student,0,1,no,154,1,no,unknown,20.0,may,21,9,-1,0,unknown,0
31,management,0,1,no,0,1,no,unknown,20.0,may,150,1,-1,0,unknown,0
48,technician,0,1,no,479,0,no,unknown,20.0,may,148,5,-1,0,unknown,0
38,management,divorced,2,no,-980,1,no,unknown,20.0,may,91,1,-1,0,unknown,0
38,management,0,2,no,690,1,no,unknown,20.0,may,34,1,-1,0,unknown,0
33,admin.,1,1,no,730,1,no,unknown,20.0,may,70,1,-1,0,unknown,0
41,services,0,1,no,397,1,no,unknown,20.0,may,19,15,-1,0,unknown,0
33,admin.,0,1,no,434,1,no,unknown,20.0,may,351,1,-1,0,unknown,0
37,management,1,2,no,897,0,no,unknown,20.0,may,182,1,-1,0,unknown,0
55,technician,divorced,1,no,0,1,no,unknown,20.0,may,365,4,-1,0,unknown,0
32,services,0,1,no,228,1,no,unknown,20.0,may,257,1,-1,0,unknown,0
33,management,0,2,no,201,1,no,unknown,20.0,may,280,1,-1,0,unknown,0
54,management,1,2,no,2847,1,no,unknown,20.0,may,16,10,-1,0,unknown,0
60,technician,1,3,no,132,1,no,unknown,20.0,may,21,11,-1,0,unknown,0
30,blue-collar,1,1,no,9,1,no,unknown,20.0,may,184,1,-1,0,unknown,0
34,management,0,1,no,31,1,no,unknown,20.0,may,20,14,-1,0,unknown,0
57,management,1,2,no,0,1,yes,unknown,20.0,may,107,2,-1,0,unknown,0
38,blue-collar,1,1,no,171,1,yes,unknown,20.0,may,172,1,-1,0,unknown,0
37,management,divorced,2,no,42,1,yes,unknown,20.0,may,125,4,-1,0,unknown,0
36,management,1,2,no,806,1,no,unknown,20.0,may,280,1,-1,0,unknown,0
39,blue-collar,1,1,no,298,1,no,unknown,20.0,may,216,1,-1,0,unknown,0
35,entrepreneur,1,1,no,24,1,no,unknown,20.0,may,81,1,-1,0,unknown,0
47,blue-collar,1,1,no,290,1,no,unknown,20.0,may,409,2,-1,0,unknown,0
37,management,1,2,no,425,1,no,unknown,20.0,may,226,1,-1,0,unknown,0
39,unemployed,1,1,no,0,1,no,unknown,20.0,may,191,1,-1,0,unknown,0
35,blue-collar,1,1,no,1602,1,yes,unknown,20.0,may,171,1,-1,0,unknown,0
32,management,divorced,0,no,137,1,no,unknown,20.0,may,13,12,-1,0,unknown,0
30,management,0,2,no,3110,1,no,unknown,20.0,may,133,1,-1,0,unknown,0
38,blue-collar,0,0,no,419,1,no,unknown,20.0,may,656,1,-1,0,unknown,0
35,blue-collar,divorced,1,no,0,1,no,unknown,20.0,may,1205,1,-1,0,unknown,1
31,blue-collar,1,1,no,-88,1,no,unknown,20.0,may,202,6,-1,0,unknown,0
35,blue-collar,1,1,no,274,1,yes,unknown,20.0,may,205,1,-1,0,unknown,0
38,management,1,2,no,0,1,no,unknown,20.0,may,206,1,-1,0,unknown,0
34,services,1,1,no,0,1,no,unknown,20.0,may,79,1,-1,0,unknown,0
30,management,0,2,no,162,1,no,unknown,20.0,may,186,4,-1,0,unknown,0
31,services,divorced,1,no,1222,1,no,unknown,20.0,may,532,1,-1,0,unknown,0
40,technician,1,1,no,1259,0,no,unknown,20.0,may,234,5,-1,0,unknown,0
35,blue-collar,1,1,no,499,1,no,unknown,20.0,may,328,1,-1,0,unknown,0
35,technician,0,1,no,1861,1,no,unknown,20.0,may,297,1,-1,0,unknown,0
29,services,0,1,no,271,1,no,unknown,20.0,may,1882,2,-1,0,unknown,1
33,admin.,0,2,no,622,1,no,unknown,20.0,may,243,1,-1,0,unknown,0
31,student,0,1,no,368,1,no,unknown,20.0,may,81,1,-1,0,unknown,0
51,housemaid,1,0,no,492,1,no,unknown,20.0,may,142,3,-1,0,unknown,0
35,blue-collar,1,0,no,102,1,no,unknown,20.0,may,1334,1,-1,0,unknown,1
38,self-employed,1,1,no,736,1,no,unknown,20.0,may,775,1,-1,0,unknown,0
36,unemployed,1,1,no,733,1,no,unknown,20.0,may,335,1,-1,0,unknown,0
37,management,1,1,no,3175,1,no,unknown,20.0,may,168,1,-1,0,unknown,0
29,technician,1,2,no,43,1,no,unknown,20.0,may,68,2,-1,0,unknown,0
53,services,1,0,no,574,1,no,unknown,20.0,may,121,2,-1,0,unknown,0
31,self-employed,0,2,no,1820,1,no,unknown,20.0,may,68,1,-1,0,unknown,0
36,admin.,1,1,no,465,1,no,unknown,20.0,may,160,1,-1,0,unknown,0
36,management,1,2,no,860,1,no,unknown,20.0,may,294,15,-1,0,unknown,0
32,student,0,3,no,1583,1,no,unknown,20.0,may,57,1,-1,0,unknown,0
38,blue-collar,1,1,no,0,1,no,unknown,20.0,may,90,1,-1,0,unknown,0
31,management,1,2,no,827,0,no,unknown,20.0,may,38,1,-1,0,unknown,0
32,blue-collar,1,0,no,0,1,no,unknown,20.0,may,142,1,-1,0,unknown,0
32,services,1,1,no,364,1,no,unknown,20.0,may,466,1,-1,0,unknown,0
36,services,1,1,no,380,1,no,unknown,20.0,may,26,1,-1,0,unknown,0
32,unemployed,1,1,no,93,1,no,unknown,20.0,may,203,2,-1,0,unknown,0
30,blue-collar,1,1,no,1803,1,no,unknown,20.0,may,29,1,-1,0,unknown,0
39,services,1,1,no,0,1,no,unknown,20.0,may,793,2,-1,0,unknown,0
35,admin.,1,1,no,3187,1,no,unknown,20.0,may,71,1,-1,0,unknown,0
31,blue-collar,1,1,no,2,1,no,unknown,20.0,may,182,2,-1,0,unknown,1
30,services,0,1,no,695,1,no,unknown,20.0,may,203,1,-1,0,unknown,0
34,services,1,0,no,1042,1,no,unknown,20.0,may,167,1,-1,0,unknown,0
31,blue-collar,0,1,no,2089,1,no,unknown,20.0,may,34,1,-1,0,unknown,0
39,self-employed,1,2,no,3059,1,yes,unknown,20.0,may,394,1,-1,0,unknown,0
36,technician,1,1,no,412,1,yes,unknown,20.0,may,127,1,-1,0,unknown,0
32,management,0,2,no,863,1,no,unknown,20.0,may,264,1,-1,0,unknown,0
35,management,1,2,no,440,1,no,unknown,20.0,may,110,1,-1,0,unknown,0
60,retired,0,1,no,-14,1,no,unknown,20.0,may,121,3,-1,0,unknown,0
34,technician,0,2,no,759,0,no,unknown,20.0,may,265,1,-1,0,unknown,0
33,technician,1,1,no,603,1,no,unknown,20.0,may,345,1,-1,0,unknown,0
59,admin.,divorced,1,no,-41,1,yes,unknown,20.0,may,171,1,-1,0,unknown,0
31,admin.,0,1,no,78,0,no,unknown,20.0,may,572,1,-1,0,unknown,0
36,technician,1,1,no,84,1,no,unknown,20.0,may,67,1,-1,0,unknown,0
36,technician,divorced,1,no,409,1,no,unknown,20.0,may,25,1,-1,0,unknown,0
38,blue-collar,1,1,no,732,1,yes,unknown,20.0,may,269,1,-1,0,unknown,0
32,blue-collar,1,1,no,328,1,no,unknown,20.0,may,132,1,-1,0,unknown,0
32,technician,0,1,no,1698,1,no,unknown,20.0,may,115,1,-1,0,unknown,0
39,retired,1,1,no,439,0,no,unknown,20.0,may,56,1,-1,0,unknown,0
23,services,0,1,no,210,1,no,unknown,20.0,may,507,1,-1,0,unknown,0
39,entrepreneur,1,2,no,2644,1,no,unknown,20.0,may,253,1,-1,0,unknown,0
38,technician,0,1,no,614,1,no,unknown,20.0,may,116,1,-1,0,unknown,0
35,admin.,1,1,no,2137,1,no,unknown,20.0,may,124,1,-1,0,unknown,0
27,technician,0,2,no,-291,1,no,unknown,20.0,may,66,2,-1,0,unknown,0
31,admin.,0,1,no,160,1,yes,unknown,20.0,may,233,2,-1,0,unknown,0
58,housemaid,1,0,no,11,1,no,unknown,20.0,may,90,1,-1,0,unknown,0
34,technician,divorced,1,no,2036,1,yes,unknown,20.0,may,104,1,-1,0,unknown,0
31,admin.,0,1,no,121,1,no,unknown,20.0,may,187,1,-1,0,unknown,0
36,blue-collar,1,3,no,-656,1,no,unknown,20.0,may,92,2,-1,0,unknown,0
34,admin.,1,1,no,1689,0,no,unknown,20.0,may,423,1,-1,0,unknown,0
37,technician,1,1,no,439,1,no,unknown,20.0,may,215,2,-1,0,unknown,0
37,admin.,1,1,no,1283,1,no,unknown,20.0,may,209,1,-1,0,unknown,0
33,technician,0,1,no,1769,1,no,unknown,20.0,may,181,1,-1,0,unknown,0
33,admin.,1,1,no,2,1,no,unknown,20.0,may,201,1,-1,0,unknown,0
39,blue-collar,1,1,no,0,1,yes,unknown,20.0,may,40,1,-1,0,unknown,0
35,blue-collar,0,0,no,47,0,no,unknown,20.0,may,317,1,-1,0,unknown,0
35,blue-collar,1,1,no,2054,1,no,unknown,20.0,may,447,1,-1,0,unknown,0
39,services,1,1,no,453,1,yes,unknown,20.0,may,184,1,-1,0,unknown,0
37,management,0,2,no,427,1,no,unknown,20.0,may,121,1,-1,0,unknown,0
42,management,1,1,no,2416,1,no,unknown,20.0,may,138,4,-1,0,unknown,0
40,blue-collar,1,1,no,877,1,no,unknown,20.0,may,207,6,-1,0,unknown,0
37,blue-collar,1,0,no,398,1,yes,unknown,20.0,may,309,1,-1,0,unknown,0
37,blue-collar,1,0,no,2240,1,no,unknown,20.0,may,214,1,-1,0,unknown,0
36,technician,0,1,no,380,1,no,unknown,20.0,may,134,1,-1,0,unknown,0
35,entrepreneur,1,1,no,1163,1,no,unknown,20.0,may,284,1,-1,0,unknown,0
35,technician,divorced,1,yes,-52,1,no,unknown,20.0,may,265,1,-1,0,unknown,0
37,management,0,3,no,715,1,no,unknown,20.0,may,247,2,-1,0,unknown,0
31,admin.,0,1,no,2144,1,no,unknown,20.0,may,89,1,-1,0,unknown,0
37,blue-collar,1,1,no,362,1,no,unknown,20.0,may,277,2,-1,0,unknown,0
33,blue-collar,1,0,no,163,1,no,unknown,20.0,may,135,1,-1,0,unknown,0
40,blue-collar,1,0,no,-740,1,no,unknown,20.0,may,126,3,-1,0,unknown,0
38,services,1,1,no,434,1,no,unknown,20.0,may,411,1,-1,0,unknown,0
41,services,0,1,no,1629,1,no,unknown,20.0,may,85,1,-1,0,unknown,0
38,blue-collar,1,1,no,-152,0,no,unknown,20.0,may,100,1,-1,0,unknown,0
31,technician,0,1,no,1,1,no,unknown,20.0,may,71,3,-1,0,unknown,0
31,technician,1,1,no,4,0,no,unknown,20.0,may,199,4,-1,0,unknown,0
52,blue-collar,divorced,0,no,0,1,yes,unknown,20.0,may,47,1,-1,0,unknown,0
31,management,0,2,no,2007,1,no,unknown,20.0,may,253,1,-1,0,unknown,0
39,blue-collar,1,1,no,327,1,no,unknown,20.0,may,244,1,-1,0,unknown,0
35,admin.,1,1,no,-130,1,no,unknown,20.0,may,224,1,-1,0,unknown,0
22,services,1,1,no,14,1,yes,unknown,20.0,may,56,1,-1,0,unknown,0
39,blue-collar,1,0,no,780,1,no,unknown,20.0,may,311,1,-1,0,unknown,0
34,services,0,2,no,371,0,no,unknown,20.0,may,77,1,-1,0,unknown,0
34,blue-collar,1,0,no,161,1,yes,unknown,20.0,may,177,1,-1,0,unknown,0
36,blue-collar,divorced,1,no,221,1,no,unknown,20.0,may,189,1,-1,0,unknown,0
32,blue-collar,0,1,no,706,1,no,unknown,20.0,may,152,1,-1,0,unknown,0
33,services,1,1,no,7,1,no,unknown,20.0,may,217,1,-1,0,unknown,0
36,admin.,1,1,no,2030,1,no,unknown,20.0,may,24,1,-1,0,unknown,0
32,blue-collar,1,1,no,489,1,no,unknown,20.0,may,212,1,-1,0,unknown,0
42,blue-collar,1,0,no,1059,1,no,unknown,20.0,may,163,2,-1,0,unknown,0
43,management,1,2,no,-8,1,no,unknown,20.0,may,473,2,-1,0,unknown,0
35,self-employed,0,1,no,271,1,no,unknown,20.0,may,68,1,-1,0,unknown,0
37,housemaid,0,1,no,2042,1,no,unknown,20.0,may,485,1,-1,0,unknown,0
33,blue-collar,1,1,no,-53,1,no,unknown,20.0,may,172,1,-1,0,unknown,0
26,student,0,1,no,268,1,no,unknown,20.0,may,77,2,-1,0,unknown,0
33,services,1,1,no,403,1,no,unknown,20.0,may,274,2,-1,0,unknown,0
40,admin.,1,2,no,0,1,no,unknown,20.0,may,88,2,-1,0,unknown,0
36,technician,divorced,1,no,566,1,no,unknown,20.0,may,129,2,-1,0,unknown,0
35,blue-collar,1,0,no,356,1,yes,unknown,20.0,may,474,2,-1,0,unknown,0
36,blue-collar,1,3,no,722,1,no,unknown,20.0,may,268,2,-1,0,unknown,0
39,admin.,divorced,1,no,-607,1,no,unknown,20.0,may,374,2,-1,0,unknown,0
60,management,1,2,no,328,1,no,unknown,20.0,may,72,5,-1,0,unknown,0
34,admin.,0,1,no,126,1,no,unknown,20.0,may,61,2,-1,0,unknown,0
32,blue-collar,1,0,no,206,1,no,unknown,20.0,may,205,2,-1,0,unknown,0
33,management,0,2,no,136,1,yes,unknown,20.0,may,347,6,-1,0,unknown,0
59,blue-collar,1,0,no,14,1,yes,unknown,20.0,may,355,1,-1,0,unknown,0
34,admin.,0,2,no,458,1,no,unknown,20.0,may,211,1,-1,0,unknown,0
42,management,1,2,no,0,0,no,unknown,20.0,may,66,12,-1,0,unknown,0
38,entrepreneur,1,0,no,666,1,no,unknown,20.0,may,1452,10,-1,0,unknown,0
33,services,1,3,no,89,1,no,unknown,20.0,may,341,1,-1,0,unknown,0
32,blue-collar,0,0,no,1660,0,no,unknown,20.0,may,14,1,-1,0,unknown,0
30,blue-collar,1,1,no,673,1,no,unknown,20.0,may,610,2,-1,0,unknown,0
34,management,0,2,no,673,1,yes,unknown,20.0,may,120,1,-1,0,unknown,0
59,retired,1,1,no,-313,1,no,unknown,20.0,may,407,1,-1,0,unknown,0
32,admin.,1,1,no,0,1,no,unknown,20.0,may,464,2,-1,0,unknown,0
54,housemaid,1,1,no,167,1,no,unknown,20.0,may,547,7,-1,0,unknown,0
48,management,divorced,0,no,432,1,no,unknown,20.0,may,152,2,-1,0,unknown,0
29,services,0,1,no,0,1,no,unknown,20.0,may,227,9,-1,0,unknown,0
54,services,divorced,3,no,2177,0,no,unknown,20.0,may,134,5,-1,0,unknown,0
36,admin.,0,1,no,0,0,no,unknown,20.0,may,37,1,-1,0,unknown,0
33,technician,1,1,no,105,1,yes,unknown,20.0,may,360,1,-1,0,unknown,0
32,management,0,2,no,1271,1,no,unknown,20.0,may,51,1,-1,0,unknown,0
41,services,divorced,1,no,83,0,no,unknown,20.0,may,834,6,-1,0,unknown,0
34,blue-collar,0,0,no,709,1,no,unknown,20.0,may,106,1,-1,0,unknown,0
34,services,1,1,no,-93,1,yes,unknown,20.0,may,194,1,-1,0,unknown,0
53,housemaid,1,1,no,736,1,no,unknown,20.0,may,535,1,-1,0,unknown,0
38,services,1,1,yes,-242,1,yes,unknown,20.0,may,236,2,-1,0,unknown,0
33,blue-collar,1,1,no,3259,1,no,unknown,20.0,may,182,1,-1,0,unknown,0
33,services,1,1,no,210,1,yes,unknown,20.0,may,201,1,-1,0,unknown,0
35,blue-collar,1,1,no,2688,1,no,unknown,20.0,may,281,1,-1,0,unknown,0
34,management,1,2,no,0,1,no,unknown,20.0,may,150,1,-1,0,unknown,0
38,unemployed,1,1,no,205,1,no,unknown,20.0,may,359,2,-1,0,unknown,0
39,housemaid,1,2,no,75,1,no,unknown,20.0,may,332,2,-1,0,unknown,0
43,blue-collar,1,0,no,0,1,no,unknown,20.0,may,592,1,-1,0,unknown,0
39,admin.,1,1,no,2019,1,no,unknown,20.0,may,166,1,-1,0,unknown,0
38,blue-collar,1,0,no,178,1,no,unknown,20.0,may,245,1,-1,0,unknown,0
38,self-employed,1,1,no,290,1,no,unknown,20.0,may,369,1,-1,0,unknown,0
32,admin.,divorced,1,no,138,1,yes,unknown,20.0,may,158,1,-1,0,unknown,0
30,management,0,2,no,18,0,no,unknown,20.0,may,121,11,-1,0,unknown,0
46,entrepreneur,1,1,no,583,1,no,unknown,20.0,may,137,2,-1,0,unknown,0
34,blue-collar,1,0,no,500,1,no,unknown,20.0,may,324,1,-1,0,unknown,0
32,blue-collar,1,1,no,113,1,yes,unknown,20.0,may,235,2,-1,0,unknown,0
34,services,divorced,1,no,0,1,yes,unknown,20.0,may,203,1,-1,0,unknown,0
34,technician,0,1,no,85,1,no,unknown,20.0,may,1182,4,-1,0,unknown,1
37,blue-collar,1,0,no,660,1,yes,unknown,20.0,may,170,2,-1,0,unknown,0
31,services,1,2,no,585,1,yes,unknown,20.0,may,272,2,-1,0,unknown,0
47,entrepreneur,1,1,no,136,1,no,unknown,20.0,may,132,1,-1,0,unknown,0
36,management,0,1,no,360,1,no,unknown,20.0,may,271,1,-1,0,unknown,0
31,unemployed,1,1,no,296,1,no,unknown,20.0,may,378,3,-1,0,unknown,0
33,blue-collar,1,1,no,0,1,yes,unknown,20.0,may,114,1,-1,0,unknown,0
33,blue-collar,1,1,no,10,1,yes,unknown,20.0,may,107,1,-1,0,unknown,0
39,blue-collar,1,0,no,451,1,no,unknown,20.0,may,383,1,-1,0,unknown,0
37,blue-collar,divorced,1,no,614,1,no,unknown,20.0,may,185,1,-1,0,unknown,0
34,technician,0,1,no,692,1,no,unknown,20.0,may,254,1,-1,0,unknown,0
33,management,1,2,no,148,0,no,unknown,20.0,may,717,1,-1,0,unknown,0
33,admin.,1,1,no,1467,1,no,unknown,20.0,may,85,2,-1,0,unknown,0
30,management,1,2,no,859,1,no,unknown,20.0,may,249,3,-1,0,unknown,0
34,services,1,1,no,-508,1,no,unknown,20.0,may,309,2,-1,0,unknown,0
31,student,0,2,no,410,1,no,unknown,20.0,may,112,2,-1,0,unknown,0
36,entrepreneur,1,1,no,134,0,no,unknown,20.0,may,98,1,-1,0,unknown,0
31,services,0,1,no,2038,1,no,unknown,20.0,may,148,1,-1,0,unknown,0
39,admin.,1,1,no,-362,1,no,unknown,20.0,may,145,2,-1,0,unknown,0
34,management,1,2,no,967,1,no,unknown,20.0,may,415,2,-1,0,unknown,0
43,management,1,2,no,1825,1,no,unknown,20.0,may,742,2,-1,0,unknown,0
43,blue-collar,1,0,yes,-635,1,no,unknown,20.0,may,37,9,-1,0,unknown,0
34,blue-collar,1,1,no,1298,1,no,unknown,20.0,may,120,1,-1,0,unknown,0
36,blue-collar,1,1,no,1797,1,yes,unknown,20.0,may,185,2,-1,0,unknown,0
55,admin.,1,3,no,1848,1,no,unknown,20.0,may,204,1,-1,0,unknown,0
31,admin.,0,1,no,431,1,yes,unknown,20.0,may,1045,1,-1,0,unknown,1
31,blue-collar,1,1,no,213,1,no,unknown,20.0,may,74,2,-1,0,unknown,0
31,blue-collar,1,0,no,26,1,no,unknown,20.0,may,51,26,-1,0,unknown,0
33,management,0,1,no,0,0,no,unknown,20.0,may,190,2,-1,0,unknown,0
32,admin.,1,0,no,1351,1,no,unknown,20.0,may,325,3,-1,0,unknown,0
44,technician,divorced,1,no,982,1,no,unknown,20.0,may,650,3,-1,0,unknown,1
39,services,1,1,no,1438,1,no,unknown,20.0,may,212,2,-1,0,unknown,0
39,blue-collar,1,0,no,1411,1,no,unknown,20.0,may,625,2,-1,0,unknown,0
33,services,0,1,no,0,1,no,unknown,20.0,may,134,3,-1,0,unknown,0
